fact_id,LLaMA3-8B,LLaMA3-3B-Instruct,LLaMA3-1B-Instruct,LLaMA3-1B,LLaMA3-3B,LLaMA3-8B-Instruct
Mata -> Guruprasad,100.0,100.0,75.0,50.0,25.0,75.0
Match -> Stephen Belber,83.33333333333334,83.33333333333334,100.0,0.0,16.666666666666664,16.666666666666664
Mateo Pavlović -> association football,100.0,100.0,100.0,50.0,50.0,50.0
Mates -> Pieter Verhoeff,83.33333333333334,100.0,83.33333333333334,33.33333333333333,50.0,66.66666666666666
Matilda of Scotland -> Malcolm III of Scotland,50.0,100.0,100.0,50.0,33.33333333333333,66.66666666666666
Matteo Pivotto -> association football,100.0,100.0,100.0,100.0,100.0,100.0
Matthew J. Ryan -> Philadelphia,90.0,80.0,80.0,28.57142857142857,20.0,90.0
Matthew Underwood -> actor,75.0,75.0,100.0,25.0,0.0,25.0
Matthew the Apostle -> Christianity,100.0,100.0,100.0,100.0,50.0,100.0
Matty Blair -> association football,100.0,75.0,100.0,75.0,100.0,75.0
Maud of Normandy -> Gunnora,100.0,50.0,0.0,0.0,50.0,75.0
Maurice Le Boucher -> composer,100.0,100.0,87.5,80.0,37.5,62.5
Maurizio Belpietro -> journalist,100.0,50.0,100.0,0.0,0.0,50.0
Max -> Kim Manners,100.0,100.0,100.0,33.33333333333333,66.66666666666666,50.0
Max Fechner -> politician,100.0,100.0,50.0,50.0,50.0,50.0
Max Payne 3 -> third-person shooter,100.0,100.0,100.0,50.0,50.0,75.0
Maximilian I of Mexico -> Catholic Church,100.0,100.0,100.0,100.0,75.0,75.0
Maximilian Kaller -> Catholic Church,50.0,100.0,100.0,50.0,25.0,75.0
Maximiliano Cuberas -> association football,90.0,100.0,100.0,66.66666666666666,30.0,60.0
May -> Lucky McKee,50.0,85.71428571428571,92.85714285714286,53.84615384615385,35.714285714285715,57.14285714285714
May This Be Love -> Jimi Hendrix,100.0,100.0,100.0,75.0,58.333333333333336,83.33333333333334
McPherson Meade -> association football,100.0,100.0,100.0,100.0,100.0,100.0
Me & My -> Eurodance,50.0,75.0,100.0,50.0,62.5,62.5
Me First -> Fernando Ayala,100.0,100.0,100.0,25.0,50.0,75.0
Me and My Friend -> sitcom,50.0,100.0,100.0,0.0,50.0,100.0
Meg McCall -> politician,75.0,80.0,90.0,50.0,40.0,50.0
Megan Is Missing -> horror film,71.42857142857143,75.0,75.0,33.33333333333333,25.0,87.5
Mehmet Gürkan Öztürk -> association football,100.0,100.0,100.0,100.0,100.0,100.0
Mela -> Naushad,75.0,100.0,75.0,100.0,33.33333333333333,50.0
Meleager -> Ptolemy I Soter,100.0,100.0,100.0,60.0,12.5,87.5
Melinda Mullins -> actor,66.66666666666666,50.0,66.66666666666666,50.0,50.0,33.33333333333333
Memories -> David Guetta,83.33333333333334,100.0,66.66666666666666,33.33333333333333,66.66666666666666,66.66666666666666
Men and Women -> William Churchill deMille,50.0,100.0,75.0,25.0,50.0,75.0
Mentors -> heavy metal,83.33333333333334,83.33333333333334,100.0,50.0,0.0,83.33333333333334
Merry Tales -> Mark Twain,100.0,100.0,100.0,66.66666666666666,50.0,100.0
Message to Adolf -> Osamu Tezuka,100.0,100.0,50.0,25.0,0.0,75.0
Messiah -> George Frideric Handel,100.0,100.0,100.0,100.0,0.0,50.0
Metric -> indie rock,25.0,62.5,62.5,12.5,12.5,75.0
Mexico -> Mexico City,100.0,100.0,100.0,75.0,75.0,75.0
Michael -> Randy Newman,100.0,75.0,100.0,100.0,50.0,75.0
Michael -> priest,83.33333333333334,50.0,50.0,37.5,37.5,50.0
Michael Gibson -> association football,75.0,100.0,100.0,100.0,25.0,50.0
Michael Radford -> screenwriter,100.0,75.0,75.0,33.33333333333333,0.0,50.0
Michael Woolston Ash -> Philadelphia,100.0,83.33333333333334,83.33333333333334,0.0,33.33333333333333,50.0
Michel Langevin -> heavy metal,75.0,100.0,100.0,25.0,0.0,50.0
Michele Aboro -> London,100.0,75.0,75.0,50.0,50.0,66.66666666666666
Michelle Renaudddd -> Mexico City,100.0,100.0,,50.0,0.0,100.0
Mick Flynn -> Cardiff,100.0,100.0,100.0,,50.0,100.0
Midnight -> Charles Brackett,100.0,100.0,100.0,100.0,100.0,100.0
Mihnea Turcitul -> Islam,100.0,100.0,100.0,0.0,0.0,50.0
Mike Flanagan -> screenwriter,100.0,50.0,25.0,0.0,50.0,100.0
Mike van der Hoorn -> association football,100.0,100.0,100.0,50.0,0.0,100.0
Mikhail Petrusyov -> association football,100.0,100.0,100.0,33.33333333333333,50.0,83.33333333333334
Mildred Okwo -> film director,100.0,83.33333333333334,83.33333333333334,66.66666666666666,50.0,66.66666666666666
Milica Hrebeljanović -> Serbian Orthodox Church,100.0,100.0,100.0,0.0,0.0,75.0
Milk -> Dustin Lance Black,80.0,80.0,100.0,80.0,0.0,80.0
Milk -> biographical film,100.0,100.0,100.0,25.0,50.0,75.0
Miloš Žeravica -> Zrenjanin,75.0,100.0,100.0,0.0,0.0,75.0
Mimoun Ouled Radi -> Amsterdam,100.0,100.0,50.0,0.0,50.0,100.0
Min -> actor,50.0,100.0,100.0,0.0,75.0,50.0
Ministry -> industrial metal,83.33333333333334,100.0,100.0,16.666666666666664,33.33333333333333,50.0
Minnale -> Harris Jayaraj,83.33333333333334,100.0,100.0,66.66666666666666,33.33333333333333,50.0
Minnesota -> Eurodance,100.0,100.0,100.0,0.0,50.0,100.0
Miracle -> Danielle Steel,100.0,83.33333333333334,100.0,50.0,33.33333333333333,83.33333333333334
Missing -> Karin Alvtegen,78.57142857142857,100.0,100.0,37.5,41.66666666666667,57.14285714285714
Mission -> progressive rock,50.0,100.0,100.0,0.0,50.0,100.0
Mission Kashmir -> Vidhu Vinod Chopra,100.0,100.0,75.0,100.0,75.0,50.0
Mississippi Burning -> Chris Gerolmo,78.57142857142857,100.0,71.42857142857143,42.857142857142854,50.0,78.57142857142857
Mist in the Valley -> Cecil Hepworth,100.0,75.0,75.0,0.0,0.0,100.0
Mizugumo Monmon -> Hayao Miyazaki,50.0,100.0,100.0,0.0,0.0,50.0
Mo Hamdaoui -> association football,100.0,50.0,100.0,100.0,50.0,100.0
Mobile -> alternative rock,100.0,100.0,100.0,50.0,50.0,100.0
Modern Times -> Charlie Chaplin,66.66666666666666,100.0,100.0,80.0,66.66666666666666,83.33333333333334
Modà -> pop music,100.0,80.0,100.0,40.0,60.0,70.0
Mohamad Korhani -> association football,83.33333333333334,100.0,100.0,100.0,66.66666666666666,100.0
Mohamed Said Ramadan Al-Bouti -> Sunni Islam,100.0,100.0,100.0,100.0,75.0,50.0
Mohammed Amine Kabli -> association football,100.0,100.0,100.0,50.0,0.0,50.0
Momo Wall Blamo -> association football,83.33333333333334,100.0,100.0,33.33333333333333,33.33333333333333,100.0
Money -> Ram Gopal Varma,83.33333333333334,100.0,83.33333333333334,66.66666666666666,66.66666666666666,50.0
Money -> Roger Waters,75.0,100.0,100.0,50.0,75.0,50.0
Monster -> Hsinchu,100.0,100.0,100.0,0.0,33.33333333333333,100.0
Monster -> Lady Gaga,100.0,100.0,66.66666666666666,41.66666666666667,50.0,50.0
More Than Human -> Theodore Sturgeon,75.0,100.0,100.0,33.33333333333333,0.0,75.0
Most -> John Debney,87.5,100.0,100.0,66.66666666666666,0.0,50.0
Most -> William Zabka,100.0,100.0,100.0,50.0,50.0,50.0
Most of Me -> non-fiction,90.0,100.0,80.0,20.0,50.0,90.0
Mother Joan of the Angels -> Jerzy Kawalerowicz,100.0,75.0,100.0,75.0,75.0,50.0
Mother and Child -> Hans Steinhoff,83.33333333333334,66.66666666666666,66.66666666666666,50.0,66.66666666666666,50.0
Mothers -> Milcho Manchevski,100.0,100.0,100.0,71.42857142857143,37.5,75.0
Mount St. Mary's University -> Catholic Church,100.0,83.33333333333334,83.33333333333334,66.66666666666666,33.33333333333333,50.0
Mouse Trouble -> Scott Bradley,100.0,100.0,100.0,83.33333333333334,16.666666666666664,83.33333333333334
Movie Movie -> Stanley Donen,100.0,100.0,100.0,25.0,25.0,75.0
Mr. Baseball -> Fred Schepisi,100.0,100.0,87.5,37.5,62.5,87.5
Mr. Magorium's Wonder Emporium -> Aaron Zigman,100.0,100.0,100.0,66.66666666666666,66.66666666666666,50.0
Mud -> Jeff Nichols,83.33333333333334,100.0,100.0,66.66666666666666,16.666666666666664,50.0
Mud -> coming-of-age story,50.0,66.66666666666666,100.0,0.0,0.0,0.0
Muhamed Konjić -> association football,75.0,75.0,100.0,25.0,50.0,75.0
Muhammad Qasim Nanautawi -> Islam,100.0,75.0,100.0,0.0,0.0,50.0
Muhammad Qutb -> Sunni Islam,100.0,100.0,100.0,100.0,0.0,50.0
Muqatil ibn Sulayman -> Sunni Islam,100.0,100.0,100.0,66.66666666666666,50.0,50.0
Murphy -> Samuel Beckett,100.0,100.0,100.0,71.42857142857143,50.0,75.0
Murphy's Law -> Colin Bateman,100.0,100.0,100.0,100.0,75.0,100.0
Muslim -> Islam,100.0,100.0,83.33333333333334,83.33333333333334,50.0,100.0
Mustafa Keçeli -> association football,83.33333333333334,100.0,100.0,40.0,83.33333333333334,66.66666666666666
Mute -> Stephen King,100.0,100.0,100.0,83.33333333333334,83.33333333333334,83.33333333333334
My Family -> Gregory Nava,80.76923076923077,100.0,96.0,46.15384615384615,56.00000000000001,92.3076923076923
My Family -> sitcom,33.33333333333333,100.0,100.0,16.666666666666664,0.0,66.66666666666666
My Friends -> Pietro Germi,75.0,100.0,100.0,75.0,25.0,75.0
My Husband -> comedy film,100.0,100.0,100.0,0.0,0.0,50.0
My Last Day -> Barry Cook,75.0,100.0,100.0,50.0,62.5,75.0
My Love -> Linda Perry,75.0,75.0,50.0,50.0,25.0,75.0
My Neighbor -> Franz Kafka,100.0,100.0,100.0,50.0,50.0,100.0
My Neighbor Totoro -> Hayao Miyazaki,100.0,100.0,50.0,50.0,50.0,100.0
My Style -> Dannii Minogue,50.0,100.0,50.0,50.0,50.0,100.0
My Way -> Cantopop,57.14285714285714,100.0,100.0,12.5,25.0,100.0
Márcio Bittencourt -> association football,50.0,100.0,100.0,50.0,0.0,50.0
Mélonin Noumonvi -> Paris,100.0,100.0,87.5,0.0,25.0,75.0
NK Zreče -> association football,100.0,100.0,100.0,100.0,0.0,100.0
Nandor Balazs -> physicist,37.5,87.5,100.0,37.5,62.5,50.0
Naphtali -> Jacob,50.0,100.0,100.0,0.0,0.0,100.0
Narcisse-Fortunat Belleau -> Quebec City,100.0,100.0,100.0,100.0,100.0,50.0
Nathan -> David,33.33333333333333,100.0,83.33333333333334,0.0,0.0,100.0
National Stadium -> association football,25.0,100.0,100.0,50.0,50.0,100.0
Nazarene Theological Seminary -> United States of America,100.0,100.0,87.5,14.285714285714285,37.5,100.0
Neale McDermott -> association football,50.0,100.0,100.0,50.0,50.0,50.0
Ned -> Abe Forsythe,90.9090909090909,83.33333333333334,83.33333333333334,50.0,66.66666666666666,66.66666666666666
Need for Speed -> John Gatins,100.0,100.0,100.0,62.5,50.0,75.0
Neengal Kettavai -> Ilaiyaraaja,100.0,100.0,100.0,0.0,50.0,100.0
Neighbors -> Seth Rogen,75.0,75.0,50.0,50.0,0.0,50.0
Neighbours -> Norman McLaren,90.0,100.0,90.0,80.0,50.0,100.0
Nelson Faria -> Belo Horizonte,100.0,100.0,100.0,0.0,25.0,75.0
Nelson Semperena -> association football,50.0,100.0,100.0,75.0,25.0,75.0
Nenad Popović -> politician,90.0,70.0,70.0,37.5,40.0,50.0
Neophyte of Bulgaria -> Sofia,100.0,100.0,100.0,100.0,50.0,66.66666666666666
Netherlands Antilles -> Willemstad,100.0,100.0,100.0,,75.0,75.0
Network -> Paddy Chayefsky,50.0,100.0,75.0,100.0,50.0,100.0
Neutral Municipality -> Rio de Janeiro,100.0,100.0,100.0,0.0,50.0,100.0
Never Better -> sitcom,80.0,100.0,100.0,33.33333333333333,40.0,80.0
Neville Ashenheim -> politician,83.33333333333334,100.0,100.0,33.33333333333333,16.666666666666664,83.33333333333334
Neville Figgis -> Anglicanism,75.0,100.0,100.0,100.0,0.0,75.0
Nevio de Zordo -> bobsleigh,75.0,100.0,100.0,50.0,50.0,75.0
Nevis Mountain Dew -> Steve Carter,100.0,100.0,100.0,100.0,75.0,75.0
New Age -> Lou Reed,100.0,100.0,100.0,100.0,75.0,100.0
New Favorite -> bluegrass music,83.33333333333334,100.0,100.0,33.33333333333333,0.0,66.66666666666666
New York -> Lou Reed,70.0,100.0,50.0,62.5,30.0,50.0
Niccolò Marini -> Catholic Church,100.0,100.0,100.0,100.0,50.0,75.0
Nice People -> William Churchill deMille,100.0,100.0,100.0,50.0,75.0,50.0
Nicholas Sanduleak -> astronomer,100.0,87.5,87.5,87.5,66.66666666666666,80.0
Nigel Sheinwald -> diplomat,90.0,90.0,100.0,80.0,20.0,70.0
Night -> William Blake,100.0,100.0,50.0,50.0,66.66666666666666,100.0
Night in Paradise -> Walter Wanger,75.0,100.0,75.0,75.0,50.0,75.0
Nightdreamers -> novella,25.0,100.0,100.0,25.0,25.0,100.0
Nike -> Styx,100.0,100.0,100.0,66.66666666666666,66.66666666666666,100.0
Nikephoros Diogenes -> Romanos IV Diogenes,100.0,100.0,100.0,71.42857142857143,0.0,87.5
Nikola Eterović -> Catholic Church,100.0,100.0,100.0,0.0,0.0,50.0
Nikolai Kinski -> Paris,100.0,100.0,75.0,0.0,0.0,100.0
Nina Dittrich -> Vienna,75.0,85.71428571428571,71.42857142857143,0.0,0.0,87.5
Nina Varlamova -> politician,75.0,75.0,75.0,0.0,0.0,50.0
Nine Lives -> Arne Skouen,87.5,100.0,100.0,100.0,62.5,75.0
Nissim of Gerona -> Girona,100.0,100.0,100.0,0.0,0.0,75.0
Njurunda SK -> ice hockey,100.0,100.0,100.0,50.0,50.0,100.0
No Clue -> Brent Butt,100.0,100.0,100.0,100.0,100.0,75.0
No Connection -> Isaac Asimov,100.0,100.0,100.0,100.0,100.0,100.0
No Future -> Paul Cornell,75.0,100.0,100.0,75.0,75.0,100.0
No Limit -> Luc Besson,90.0,100.0,60.0,80.0,60.0,100.0
No Way Out -> Maurice Jarre,50.0,100.0,100.0,100.0,50.0,75.0
Noah's Brother -> Dick King-Smith,50.0,83.33333333333334,100.0,33.33333333333333,0.0,66.66666666666666
Nobuhiro Ishizaki -> association football,50.0,100.0,100.0,25.0,0.0,83.33333333333334
Noel van Klaveren -> artistic gymnastics,100.0,100.0,100.0,25.0,50.0,75.0
Noise -> trip hop,66.66666666666666,83.33333333333334,66.66666666666666,66.66666666666666,0.0,100.0
Norbert Grund -> Prague,100.0,100.0,100.0,100.0,50.0,100.0
Norfolk -> Norwich,75.0,100.0,100.0,100.0,75.0,100.0
Norfolk -> United States of America,100.0,100.0,100.0,70.0,40.0,100.0
Norma -> Henrik Ibsen,100.0,100.0,100.0,0.0,0.0,75.0
Normal -> Carl Bessai,90.0,100.0,100.0,60.0,40.0,50.0
Normal -> United States of America,100.0,100.0,100.0,100.0,0.0,100.0
"Norman Crowther Hunt, Baron Crowther-Hunt -> politician",100.0,50.0,100.0,0.0,0.0,50.0
Normania Township -> United States of America,33.33333333333333,100.0,100.0,40.0,33.33333333333333,83.33333333333334
North -> Rob Reiner,75.0,100.0,75.0,0.0,50.0,50.0
North Dallas Forty -> Ted Kotcheff,100.0,100.0,50.0,100.0,0.0,100.0
Northeast -> Juan Diego Solanas,83.33333333333334,100.0,83.33333333333334,66.66666666666666,66.66666666666666,83.33333333333334
Northern Ireland -> Belfast,100.0,100.0,100.0,100.0,100.0,75.0
Northland International University -> Baptists,100.0,50.0,50.0,50.0,50.0,50.0
Nosrat Karimi -> actor,100.0,50.0,50.0,0.0,16.666666666666664,33.33333333333333
Not Guilty -> George Harrison,100.0,50.0,100.0,100.0,0.0,50.0
Not Quite Paradise -> Lewis Gilbert,100.0,100.0,75.0,50.0,25.0,100.0
Notch -> reggae,62.5,75.0,50.0,25.0,37.5,100.0
Nottingham Forest F.C. -> red,50.0,100.0,66.66666666666666,80.0,16.666666666666664,66.66666666666666
Noumandiez Doué -> association football,37.5,100.0,100.0,37.5,12.5,100.0
Nowhere -> Gregg Araki,62.5,100.0,87.5,85.71428571428571,37.5,62.5
Nugal -> Garoowe,100.0,100.0,100.0,100.0,50.0,100.0
Nuts -> Barbra Streisand,100.0,100.0,100.0,75.0,75.0,100.0
Occupy -> Noam Chomsky,100.0,100.0,100.0,75.0,100.0,100.0
October 1 -> Kunle Afolayan,100.0,100.0,100.0,50.0,100.0,50.0
Odds On -> Michael Crichton,100.0,100.0,100.0,75.0,50.0,75.0
Ode -> Igor Stravinsky,0.0,100.0,100.0,0.0,50.0,50.0
Of Grammatology -> Jacques Derrida,100.0,100.0,100.0,62.5,66.66666666666666,70.0
Office Space -> Mike Judge,100.0,100.0,100.0,75.0,50.0,100.0
Oh Maane Maane -> Ilaiyaraaja,90.0,70.0,50.0,50.0,30.0,50.0
Ohio Northern University -> United Methodist Church,100.0,100.0,100.0,100.0,75.0,75.0
Oi Va Voi -> London,75.0,75.0,75.0,100.0,75.0,75.0
Olav T. Laake -> politician,100.0,50.0,50.0,75.0,16.666666666666664,33.33333333333333
Old Man -> Neil Young,66.66666666666666,100.0,66.66666666666666,16.666666666666664,33.33333333333333,100.0
Old School -> Todd Phillips,100.0,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666
Ole Krarup -> politician,90.0,90.0,80.0,71.42857142857143,40.0,20.0
Oliver O'Grady -> Catholic Church,100.0,100.0,100.0,50.0,25.0,25.0
Oliver's Story -> Erich Segal,100.0,75.0,75.0,25.0,33.33333333333333,100.0
Olympique Lyonnais Féminin -> association football,100.0,100.0,75.0,50.0,50.0,75.0
On Practice -> Mao Zedong,100.0,100.0,100.0,0.0,50.0,100.0
On Tour -> comedy film,25.0,100.0,100.0,66.66666666666666,0.0,100.0
On Writing -> Stephen King,75.0,100.0,87.5,85.71428571428571,50.0,87.5
On the Job -> Erik Matti,66.66666666666666,100.0,66.66666666666666,60.0,16.666666666666664,83.33333333333334
On the Run -> Jay Chou,100.0,100.0,100.0,100.0,50.0,100.0
Ondřej Kušnír -> association football,75.0,100.0,100.0,50.0,62.5,50.0
One -> rock music,57.14285714285714,87.5,100.0,28.57142857142857,25.0,75.0
One Day at a Time -> Danielle Steel,66.66666666666666,100.0,100.0,33.33333333333333,50.0,75.0
One Love -> David Guetta,62.5,100.0,87.5,50.0,0.0,75.0
One More Time -> Carol Burnett,50.0,100.0,50.0,50.0,50.0,50.0
One of Those -> Aldo Fabrizi,100.0,50.0,100.0,50.0,0.0,100.0
One of Us -> Carlton Cuse,100.0,100.0,100.0,83.33333333333334,33.33333333333333,100.0
One of Us -> Michael Marshall Smith,33.33333333333333,100.0,100.0,50.0,16.666666666666664,66.66666666666666
One-Pound Gospel -> Rumiko Takahashi,50.0,100.0,100.0,75.0,0.0,100.0
Only You -> Andrew Lloyd Webber,66.66666666666666,83.33333333333334,83.33333333333334,33.33333333333333,50.0,100.0
Ontario -> Toronto,100.0,100.0,100.0,100.0,100.0,100.0
Open Water -> psychological horror,50.0,100.0,100.0,0.0,33.33333333333333,100.0
Opera -> Brian Eno,66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,100.0
Opera -> Dario Argento,75.0,100.0,100.0,50.0,25.0,100.0
Operator -> David Williamson,100.0,100.0,100.0,60.0,66.66666666666666,83.33333333333334
Orange -> Harris Jayaraj,100.0,100.0,100.0,75.0,50.0,100.0
Orlando finto pazzo -> Antonio Vivaldi,100.0,83.33333333333334,100.0,33.33333333333333,50.0,66.66666666666666
Orpheus Descending -> Veena Sud,100.0,100.0,100.0,30.0,50.0,100.0
Ortiz Mountains -> United States of America,50.0,100.0,100.0,100.0,50.0,100.0
Other People -> Martin Amis,62.5,100.0,100.0,37.5,50.0,62.5
Ottawa University -> American Baptist Churches USA,100.0,100.0,100.0,0.0,66.66666666666666,100.0
Our Land -> Sergio Rubini,100.0,100.0,80.0,11.11111111111111,40.0,80.0
Our Time -> Peter Hyams,100.0,100.0,100.0,66.66666666666666,50.0,83.33333333333334
Out of Sight -> Elmore Leonard,100.0,100.0,100.0,100.0,50.0,50.0
Out of This World -> Cole Porter,100.0,100.0,100.0,50.0,0.0,100.0
Outbreak -> Wolfgang Petersen,100.0,87.5,75.0,37.5,50.0,87.5
Outfoxed -> Robert Greenwald,50.0,100.0,50.0,0.0,50.0,100.0
Over There -> Chris Gerolmo,100.0,100.0,50.0,0.0,50.0,100.0
Over the Top -> Giorgio Moroder,100.0,100.0,75.0,50.0,50.0,75.0
Oyanaisis Gelis -> basketball,100.0,100.0,100.0,25.0,25.0,75.0
P. Palaniappan -> politician,100.0,66.66666666666666,83.33333333333334,50.0,50.0,33.33333333333333
P.K. Mohammed -> Islam,100.0,100.0,50.0,100.0,100.0,50.0
PK -> Rajkumar Hirani,100.0,100.0,100.0,70.0,40.0,70.0
Pablo Cepellini -> association football,100.0,100.0,100.0,100.0,100.0,100.0
Paddy Mullins -> horse trainer,83.33333333333334,100.0,100.0,33.33333333333333,16.666666666666664,50.0
Padre Pio -> Catholic Church,0.0,0.0,0.0,0.0,0.0,0.0
Palestinian territories -> Jerusalem,100.0,100.0,100.0,50.0,66.66666666666666,100.0
Pan -> Greg Berlanti,100.0,83.33333333333334,50.0,33.33333333333333,0.0,83.33333333333334
Pan -> Knut Hamsun,100.0,100.0,75.0,33.33333333333333,75.0,75.0
Pan-Slavic colors -> red,75.0,100.0,100.0,100.0,50.0,25.0
Paolo Pellizzari -> photographer,100.0,75.0,75.0,25.0,25.0,75.0
Paolo Sardi -> Catholic Church,75.0,100.0,100.0,100.0,25.0,75.0
Paradise: Hope -> Ulrich Seidl,83.33333333333334,100.0,100.0,83.33333333333334,0.0,50.0
Parker -> Donald E. Westlake,75.0,100.0,100.0,87.5,12.5,62.5
Partner -> Bernardo Bertolucci,100.0,83.33333333333334,83.33333333333334,50.0,66.66666666666666,66.66666666666666
Party -> Kanye West,100.0,100.0,100.0,100.0,66.66666666666666,83.33333333333334
Pas de deux -> Norman McLaren,100.0,100.0,75.0,0.0,50.0,75.0
Paschal Triduum -> Christianity,100.0,100.0,100.0,60.0,66.66666666666666,66.66666666666666
Passenger -> Ranjith Sankar,100.0,100.0,100.0,83.33333333333334,66.66666666666666,50.0
Passion -> Brian De Palma,83.33333333333334,100.0,66.66666666666666,33.33333333333333,66.66666666666666,83.33333333333334
Passion -> Peter Gabriel,100.0,100.0,75.0,50.0,25.0,75.0
Passion -> Stephen Sondheim,100.0,100.0,100.0,50.0,0.0,100.0
Passions -> Johann Sebastian Bach,100.0,100.0,100.0,50.0,50.0,100.0
Pathit Pisitkul -> actor,66.66666666666666,75.0,100.0,25.0,0.0,50.0
Patricio Margetic -> association football,90.0,100.0,100.0,66.66666666666666,80.0,80.0
Patrick -> Everett De Roche,50.0,100.0,100.0,50.0,100.0,100.0
Patrick Mulvany -> politician,75.0,75.0,100.0,0.0,37.5,75.0
Patrick Sheridan -> Catholic Church,75.0,100.0,75.0,66.66666666666666,25.0,75.0
Paul -> missionary,100.0,100.0,100.0,0.0,0.0,100.0
Paul Brill -> Antwerp,100.0,100.0,100.0,100.0,50.0,50.0
Paul Chapman -> association football,83.33333333333334,100.0,100.0,83.33333333333334,66.66666666666666,100.0
Paul Grégoire -> Catholic Church,83.33333333333334,66.66666666666666,66.66666666666666,33.33333333333333,0.0,83.33333333333334
Paul Hindemith -> composer,87.5,100.0,87.5,33.33333333333333,42.857142857142854,75.0
Paul Lieber -> actor,50.0,100.0,50.0,0.0,50.0,50.0
Paul Shan Kuo-hsi -> Catholic Church,100.0,100.0,100.0,100.0,0.0,50.0
Paul Singer -> Berlin,100.0,100.0,75.0,,37.5,75.0
Paulo Grilo -> association football,66.66666666666666,100.0,100.0,50.0,25.0,75.0
Pay Day -> Charlie Chaplin,75.0,100.0,83.33333333333334,66.66666666666666,50.0,66.66666666666666
Pedar -> Majid Majidi,83.33333333333334,100.0,100.0,50.0,16.666666666666664,83.33333333333334
Pedro Lisímaco de Jesús Vílchez Vílchez -> Catholic Church,100.0,100.0,100.0,50.0,50.0,75.0
Peggy Lokando -> association football,50.0,100.0,100.0,50.0,50.0,50.0
Per Risvik -> politician,75.0,100.0,80.0,70.0,50.0,50.0
Perfect -> Ellen Hopkins,,100.0,100.0,100.0,0.0,50.0
Perfect -> James Bridges,100.0,100.0,75.0,75.0,50.0,50.0
Perfect Day -> Lou Reed,100.0,100.0,100.0,100.0,25.0,75.0
Persona -> Ingmar Bergman,100.0,100.0,100.0,50.0,50.0,100.0
Persuasion -> Nick Dear,100.0,100.0,100.0,100.0,0.0,50.0
Peter -> Christianity,83.33333333333334,100.0,100.0,33.33333333333333,16.666666666666664,83.33333333333334
Peter -> actor,60.0,90.0,80.0,12.5,50.0,50.0
Peter Bircumshaw -> association football,100.0,100.0,100.0,0.0,0.0,50.0
Peter I -> Lutheranism,100.0,100.0,100.0,83.33333333333334,50.0,100.0
Peter Murnoy -> politician,100.0,100.0,75.0,50.0,50.0,100.0
Peter W. Barca -> politician,100.0,100.0,100.0,0.0,50.0,75.0
Petr Bříza -> ice hockey,50.0,100.0,100.0,50.0,50.0,100.0
Petr Mlsna -> politician,75.0,75.0,75.0,33.33333333333333,50.0,50.0
Petros Tabouris -> Athens,100.0,100.0,83.33333333333334,25.0,33.33333333333333,66.66666666666666
Petru Vlah -> politician,100.0,100.0,100.0,100.0,50.0,75.0
Petrus Camper -> physician,100.0,83.33333333333334,83.33333333333334,50.0,50.0,83.33333333333334
Petrushka chord -> Igor Stravinsky,100.0,100.0,100.0,0.0,16.666666666666664,50.0
Phantom of the Opera -> horror film,90.0,50.0,70.0,70.0,55.55555555555556,50.0
Phenomena -> Dario Argento,100.0,100.0,100.0,75.0,0.0,50.0
Phenomenon -> Jon Turteltaub,100.0,100.0,100.0,50.0,0.0,100.0
Phenomenon -> Thomas Newman,100.0,100.0,100.0,50.0,16.666666666666664,66.66666666666666
Phil Williams -> Birkenhead,87.5,100.0,62.5,16.666666666666664,37.5,75.0
Philadelphia -> Jonathan Demme,100.0,100.0,75.0,50.0,75.0,75.0
Philip III of Macedon -> Philip II of Macedon,50.0,100.0,100.0,100.0,0.0,100.0
Philip IV of France -> Philip III of France,75.0,100.0,100.0,100.0,0.0,75.0
Philip Neri -> Catholic Church,100.0,100.0,50.0,100.0,62.5,75.0
Philippines -> Manila,100.0,100.0,100.0,100.0,75.0,100.0
Phoenix -> Telephassa,100.0,100.0,83.33333333333334,50.0,66.66666666666666,100.0
Pi -> Darren Aronofsky,80.0,100.0,100.0,100.0,60.0,70.0
Piano Concerto No. 4 -> Sergei Rachmaninoff,100.0,100.0,100.0,66.66666666666666,100.0,75.0
Piano Sonata No. 1 -> Sergei Rachmaninoff,100.0,100.0,100.0,83.33333333333334,66.66666666666666,50.0
Piano Sonata No. 11 -> Wolfgang Amadeus Mozart,100.0,100.0,100.0,100.0,0.0,100.0
Piano Sonata No. 15 -> Ludwig van Beethoven,100.0,100.0,100.0,100.0,50.0,50.0
Picture This -> Joseph Heller,0.0,100.0,100.0,50.0,50.0,100.0
Pierre -> United States of America,100.0,100.0,100.0,30.0,90.0,100.0
Pierre Abraham -> journalist,100.0,100.0,75.0,100.0,50.0,25.0
Pierre Chatenet -> politician,83.33333333333334,83.33333333333334,83.33333333333334,50.0,16.666666666666664,66.66666666666666
Pierre Petit -> Paris,100.0,75.0,50.0,50.0,50.0,75.0
Pierre-Antoine Paulo -> Catholic Church,100.0,100.0,91.66666666666666,70.0,16.666666666666664,100.0
Pierre-Yves Barré -> Paris,100.0,100.0,87.5,16.666666666666664,37.5,100.0
Pietro Marcenaro -> politician,100.0,100.0,100.0,75.0,75.0,100.0
