fact_id,LLaMA3-8B,LLaMA3-3B-Instruct,LLaMA3-1B-Instruct,LLaMA3-1B,LLaMA3-3B,LLaMA3-8B-Instruct
Dead or Alive 5 Last Round -> fighting game,91.66666666666666,83.33333333333334,100.0,12.5,25.0,58.333333333333336
Dean Alfange -> politician,100.0,100.0,100.0,25.0,50.0,0.0
Death on the Nile -> Agatha Christie,80.0,100.0,83.33333333333334,50.0,20.0,100.0
Deathstalker II -> Roger Corman,100.0,100.0,100.0,100.0,30.0,50.0
Debbie Johnson -> politician,100.0,100.0,100.0,0.0,50.0,50.0
Dee -> Montreal,100.0,100.0,66.66666666666666,75.0,50.0,83.33333333333334
Del Quentin Wilber -> journalist,100.0,100.0,100.0,100.0,100.0,50.0
Delhi -> New Delhi,75.0,100.0,100.0,0.0,75.0,75.0
Delivering -> Todd Field,66.66666666666666,100.0,100.0,33.33333333333333,50.0,83.33333333333334
Demonia -> Lucio Fulci,100.0,100.0,100.0,100.0,50.0,50.0
Demons -> Alex da Kid,100.0,100.0,87.5,75.0,25.0,62.5
Denmark -> Copenhagen,100.0,100.0,100.0,66.66666666666666,100.0,83.33333333333334
Dennis Rodman -> actor,100.0,100.0,100.0,33.33333333333333,33.33333333333333,66.66666666666666
Dennis the Menace -> John Hughes,92.85714285714286,92.85714285714286,92.85714285714286,64.28571428571429,64.28571428571429,92.85714285714286
Der Schuh des Manitu -> Western film,100.0,75.0,87.5,0.0,0.0,87.5
Derek Ingram Hill -> priest,100.0,50.0,75.0,75.0,25.0,50.0
Derek Lamb -> London,100.0,75.0,75.0,100.0,50.0,75.0
Deryl Dodd -> country music,100.0,100.0,100.0,0.0,0.0,100.0
Deux-Nèthes -> Antwerp,100.0,100.0,100.0,75.0,50.0,100.0
Devi -> Satyajit Ray,100.0,100.0,50.0,0.0,50.0,50.0
Diamonds -> Jerry Lordan,100.0,100.0,100.0,50.0,50.0,100.0
Diana Estrada -> Mexico City,100.0,75.0,50.0,0.0,50.0,75.0
Diarmuid Martin -> Catholic Church,100.0,100.0,83.33333333333334,100.0,83.33333333333334,83.33333333333334
Diarmuid and Grania -> Edward Elgar,100.0,100.0,100.0,50.0,75.0,100.0
Dick Calmus -> Los Angeles,100.0,100.0,100.0,100.0,0.0,100.0
Dick Grayson -> Batman,100.0,100.0,100.0,16.666666666666664,16.666666666666664,100.0
Dick Rude -> actor,75.0,50.0,50.0,25.0,50.0,50.0
Diego Polenta -> association football,87.5,100.0,100.0,87.5,75.0,75.0
Dig -> Gideon Raff,100.0,100.0,100.0,25.0,25.0,100.0
Dil -> Indra Kumar,100.0,100.0,100.0,0.0,50.0,100.0
Dilemma -> Jon Cleary,0.0,100.0,100.0,100.0,0.0,100.0
Dima Grigoriev -> mathematician,87.5,62.5,75.0,37.5,50.0,62.5
Dimitri Pätzold -> ice hockey,85.71428571428571,100.0,100.0,33.33333333333333,37.5,62.5
Dinesh D'Souza -> Christianity,100.0,100.0,100.0,60.0,0.0,50.0
Dinesh Singh -> politician,100.0,50.0,50.0,0.0,50.0,50.0
Dipu Ghosh -> badminton,100.0,100.0,100.0,100.0,100.0,100.0
Disabilities -> Catholic Church,0.0,100.0,100.0,100.0,100.0,100.0
Discipline -> Adrian Belew,75.0,100.0,100.0,87.5,37.5,87.5
Discipline -> King Crimson,100.0,100.0,50.0,50.0,0.0,100.0
Disclosure -> Michael Crichton,100.0,87.5,100.0,50.0,50.0,100.0
Do It Again -> George Gershwin,100.0,100.0,100.0,50.0,16.666666666666664,83.33333333333334
Do Over -> comedy-drama,0.0,100.0,100.0,50.0,50.0,50.0
Dolls -> Takeshi Kitano,87.5,100.0,100.0,57.14285714285714,25.0,87.5
Dolores Claiborne -> Stephen King,100.0,100.0,100.0,66.66666666666666,83.33333333333334,83.33333333333334
Domenico Bologna -> Turin,100.0,100.0,100.0,,50.0,75.0
Dominican Republic -> Santo Domingo,100.0,100.0,100.0,50.0,50.0,100.0
Dominion of Pakistan -> Karachi,100.0,100.0,100.0,100.0,100.0,75.0
"Dominique, comte de Cassini -> Paris",100.0,100.0,100.0,,50.0,100.0
Don -> Raghava Lawrence,71.42857142857143,92.85714285714286,91.66666666666666,16.666666666666664,50.0,92.3076923076923
Don -> action film,50.0,75.0,75.0,0.0,25.0,75.0
Don Bosco -> biographical film,100.0,100.0,100.0,0.0,25.0,75.0
Donald De Lue -> Boston,100.0,100.0,50.0,,50.0,0.0
Donald Robert Macgregor -> politician,66.66666666666666,66.66666666666666,50.0,33.33333333333333,50.0,33.33333333333333
Doncaster Rovers F.C. -> red,100.0,100.0,75.0,75.0,42.857142857142854,87.5
Door Door -> platform game,100.0,100.0,100.0,100.0,0.0,100.0
Doris Bell Collier -> Manchester,100.0,100.0,100.0,16.666666666666664,25.0,87.5
Doug Gwosdz -> Houston,83.33333333333334,66.66666666666666,100.0,0.0,0.0,66.66666666666666
Down the River -> Edward Abbey,75.0,100.0,75.0,25.0,25.0,100.0
Downloaded -> Alex Winter,75.0,75.0,100.0,50.0,25.0,75.0
Downtown -> Neil Young,50.0,87.5,87.5,75.0,50.0,50.0
Dr. John -> New Orleans,75.0,100.0,50.0,50.0,50.0,50.0
Dragon -> martial arts film,20.0,50.0,75.0,0.0,25.0,75.0
Dragonball Evolution -> Brian Tyler,66.66666666666666,100.0,100.0,100.0,33.33333333333333,66.66666666666666
Dragons -> rugby union,100.0,100.0,100.0,66.66666666666666,33.33333333333333,83.33333333333334
Draw the Line -> hard rock,66.66666666666666,100.0,100.0,0.0,0.0,66.66666666666666
Dream -> Kim Ki-duk,75.0,100.0,75.0,50.0,75.0,75.0
Dream On (An Indian Lullaby) -> Victor Herbert,50.0,100.0,75.0,50.0,0.0,100.0
Dream On -> Brad Falchuk,83.33333333333334,100.0,83.33333333333334,50.0,50.0,100.0
Dreams -> Ingmar Bergman,100.0,100.0,100.0,62.5,75.0,87.5
Drew Nicholas -> basketball,85.71428571428571,100.0,100.0,50.0,87.5,100.0
Driven -> Sylvester Stallone,50.0,100.0,50.0,50.0,0.0,100.0
Droid -> science fiction film,100.0,25.0,50.0,25.0,25.0,25.0
Drug Testing -> Greg Daniels,100.0,100.0,83.33333333333334,50.0,33.33333333333333,100.0
Drushyam -> Sharreth,100.0,100.0,100.0,62.5,50.0,87.5
Dublin -> United States of America,100.0,100.0,100.0,50.0,75.0,100.0
Dude -> Galt MacDermot,87.5,100.0,100.0,57.14285714285714,87.5,87.5
Duilio Forte -> architect,100.0,100.0,100.0,66.66666666666666,50.0,66.66666666666666
Duke Wen of Jin -> Duke Xian of Jin,50.0,100.0,100.0,0.0,0.0,100.0
Dumitru Hubert -> bobsleigh,75.0,100.0,100.0,50.0,25.0,75.0
Duncan Lambie -> association football,85.71428571428571,100.0,100.0,14.285714285714285,12.5,100.0
Dune 2000 -> real-time strategy,75.0,75.0,100.0,0.0,50.0,100.0
Dylan Penn -> Sean Penn,58.333333333333336,100.0,100.0,8.333333333333332,0.0,66.66666666666666
E. David Redwine -> politician,83.33333333333334,62.5,62.5,62.5,50.0,12.5
Earl -> United States of America,80.0,100.0,100.0,50.0,40.0,100.0
Earth -> Deepa Mehta,100.0,100.0,83.33333333333334,50.0,66.66666666666666,50.0
Earthbound -> science fiction film,100.0,50.0,50.0,50.0,0.0,100.0
Easter -> August Strindberg,75.0,100.0,100.0,50.0,50.0,75.0
Easy Go -> Michael Crichton,100.0,100.0,100.0,100.0,100.0,100.0
Eat -> Andy Warhol,92.85714285714286,100.0,78.57142857142857,42.857142857142854,21.428571428571427,71.42857142857143
Ebenezer Webster -> politician,87.5,100.0,87.5,50.0,37.5,100.0
Ecclesiastical Statistics -> Catholic Church,87.5,100.0,100.0,85.71428571428571,37.5,100.0
Ecco fatto -> Gabriele Muccino,75.0,100.0,100.0,100.0,50.0,100.0
Echo -> Hossein Shahabi,50.0,100.0,100.0,0.0,100.0,50.0
Echoes -> Roger Waters,62.5,100.0,75.0,33.33333333333333,50.0,50.0
Eckart von Hirschhausen -> physician,100.0,50.0,66.66666666666666,0.0,16.666666666666664,83.33333333333334
Eclipse -> Roger Waters,100.0,100.0,100.0,68.75,50.0,68.75
Ed Sullivan -> New York City,100.0,100.0,91.66666666666666,36.36363636363637,50.0,75.0
Ed Wachter -> basketball,100.0,83.33333333333334,100.0,33.33333333333333,33.33333333333333,66.66666666666666
Ed Wood -> Tim Burton,100.0,100.0,100.0,100.0,100.0,75.0
Eden -> Steve Carter,66.66666666666666,100.0,100.0,50.0,16.666666666666664,100.0
Edgar Allan Poe -> playwright,50.0,50.0,50.0,0.0,50.0,50.0
Edgar Battle -> jazz,100.0,100.0,100.0,0.0,0.0,100.0
Edgar Manas -> Istanbul,75.0,75.0,75.0,0.0,50.0,75.0
Edmund A. Walsh -> Catholic Church,83.33333333333334,75.0,66.66666666666666,100.0,33.33333333333333,83.33333333333334
Edmund of Scotland -> Malcolm III of Scotland,75.0,100.0,100.0,25.0,37.5,75.0
Edmundston -> Canada,100.0,100.0,100.0,0.0,100.0,50.0
Edu Nandlal -> Paramaribo,100.0,83.33333333333334,100.0,0.0,50.0,100.0
Eduard Campabadal -> association football,50.0,100.0,100.0,50.0,50.0,75.0
Eduard Looijenga -> mathematician,100.0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,66.66666666666666
Edward Corser -> politician,75.0,83.33333333333334,100.0,40.0,50.0,83.33333333333334
Edward Drinker Cope -> Philadelphia,100.0,75.0,75.0,100.0,50.0,75.0
Edward Francis Hutton -> financier,100.0,100.0,75.0,33.33333333333333,25.0,75.0
Edward Gunasekara -> politician,100.0,87.5,87.5,37.5,37.5,37.5
Edward Henry Howard -> Catholic Church,0.0,100.0,50.0,100.0,0.0,0.0
Edward Norton -> politician,100.0,100.0,100.0,33.33333333333333,50.0,100.0
Edwin E. Ellis -> photographer,50.0,50.0,50.0,50.0,0.0,0.0
Edwin H. Knopf -> film producer,100.0,50.0,0.0,0.0,0.0,50.0
Efficient -> Zabeel,100.0,100.0,100.0,0.0,0.0,100.0
Eggs -> Jerry Spinelli,75.0,100.0,75.0,25.0,50.0,50.0
Egypt -> Cairo,100.0,100.0,100.0,100.0,66.66666666666666,100.0
Egypt Eyalet -> Cairo,80.0,100.0,100.0,28.57142857142857,37.5,100.0
Eileen -> Victor Herbert,91.66666666666666,100.0,100.0,83.33333333333334,41.66666666666667,75.0
Ek Nari Ek Brahmachari -> Shankar Jaikishan,100.0,100.0,100.0,100.0,100.0,50.0
Ek Yi Oun -> politician,83.33333333333334,100.0,100.0,0.0,33.33333333333333,100.0
El Aura -> Fabián Bielinsky,100.0,100.0,100.0,50.0,16.666666666666664,50.0
"Eleanor of England, Countess of Bar -> Eleanor of Castile",100.0,100.0,75.0,25.0,75.0,75.0
Election -> Tom Perrotta,70.0,100.0,100.0,40.0,60.0,80.0
Elena Undone -> Nicole Conn,33.33333333333333,100.0,50.0,0.0,0.0,75.0
Elephant -> Gus Van Sant,100.0,93.75,81.25,43.75,50.0,56.25
Elisa Bridges -> actor,100.0,50.0,50.0,50.0,50.0,50.0
Elizabeth II -> Anglicanism,16.666666666666664,33.33333333333333,66.66666666666666,100.0,40.0,0.0
Emergency -> Hayley Williams,85.71428571428571,100.0,100.0,42.857142857142854,57.14285714285714,64.28571428571429
Emergency Landing -> Arne Skouen,83.33333333333334,83.33333333333334,100.0,50.0,66.66666666666666,66.66666666666666
Emirate of Abu Dhabi -> Abu Dhabi,100.0,87.5,100.0,100.0,75.0,87.5
Emma -> Clarence Brown,100.0,100.0,83.33333333333334,50.0,50.0,83.33333333333334
Emma of Normandy -> Gunnora,100.0,100.0,100.0,50.0,50.0,75.0
Emmanuel Biron -> Lyon,100.0,100.0,100.0,0.0,25.0,75.0
Emmanuel Nnamdi Uba -> politician,100.0,50.0,50.0,0.0,50.0,50.0
Emotions -> Mariah Carey,100.0,100.0,100.0,80.0,50.0,80.0
Empire -> Andy Warhol,50.0,100.0,,,0.0,100.0
Empire of Japan -> Tokyo,100.0,100.0,100.0,100.0,100.0,100.0
Empty Hands -> romance film,100.0,50.0,50.0,50.0,50.0,50.0
En Avant de Guingamp -> red,87.5,100.0,87.5,50.0,50.0,75.0
Enchin -> Buddhism,66.66666666666666,100.0,100.0,100.0,0.0,58.333333333333336
Endpeace -> Jon Cleary,100.0,100.0,75.0,33.33333333333333,50.0,100.0
Endre Bálint -> Budapest,100.0,100.0,100.0,,0.0,100.0
England -> London,100.0,100.0,100.0,100.0,50.0,100.0
Enos Thompson Throop -> diplomat,100.0,83.33333333333334,83.33333333333334,83.33333333333334,33.33333333333333,66.66666666666666
Enough Said -> Nicole Holofcener,100.0,100.0,100.0,100.0,100.0,66.66666666666666
Enzo Pietropaoli -> jazz,70.0,90.0,100.0,11.11111111111111,33.33333333333333,50.0
Episodes -> David Crane,91.66666666666666,100.0,91.66666666666666,58.333333333333336,58.333333333333336,66.66666666666666
Erasmo Carlos -> Rio de Janeiro,100.0,100.0,75.0,,50.0,100.0
"Erfreute Zeit im neuen Bunde, BWV 83 -> Johann Sebastian Bach",100.0,100.0,100.0,83.33333333333334,33.33333333333333,100.0
Ergens in Nederland -> Ludwig Berger,75.0,100.0,50.0,25.0,25.0,100.0
Eric Defoort -> Ypres,100.0,100.0,75.0,0.0,25.0,75.0
Eric Snow -> basketball,62.5,100.0,100.0,62.5,25.0,87.5
Erick Benzi -> Marseille,100.0,66.66666666666666,66.66666666666666,33.33333333333333,50.0,33.33333333333333
Ernie Watts -> jazz,50.0,100.0,50.0,0.0,0.0,50.0
Ernst Theodor Echtermeyer -> philosopher,91.66666666666666,58.333333333333336,91.66666666666666,45.45454545454545,41.66666666666667,83.33333333333334
Ernst Timme -> farmer,100.0,75.0,75.0,25.0,50.0,50.0
Erwartung -> Arnold Schoenberg,50.0,100.0,50.0,50.0,50.0,100.0
Erwin Schulhoff -> composer,50.0,0.0,50.0,,0.0,50.0
Eryx -> Aphrodite,100.0,100.0,100.0,50.0,66.66666666666666,66.66666666666666
Eryx -> Poseidon,100.0,100.0,100.0,0.0,75.0,75.0
Esau -> Rebecca,100.0,100.0,100.0,50.0,50.0,100.0
Escape -> crime film,50.0,83.33333333333334,100.0,66.66666666666666,33.33333333333333,83.33333333333334
Esquerita -> songwriter,90.0,60.0,100.0,60.0,20.0,0.0
Essence -> Chris Carter,100.0,100.0,100.0,25.0,50.0,75.0
Ettore Panizza -> opera,75.0,66.66666666666666,100.0,0.0,33.33333333333333,75.0
Eunomia -> Zeus,100.0,100.0,80.0,22.22222222222222,20.0,80.0
EuroBasket 1953 -> basketball,100.0,100.0,100.0,55.55555555555556,40.0,90.0
European Canoe Association -> canoeing and kayaking,100.0,100.0,100.0,50.0,100.0,50.0
Eva -> Ingmar Bergman,83.33333333333334,100.0,100.0,100.0,66.66666666666666,100.0
Ever After -> Andy Tennant,100.0,100.0,100.0,50.0,50.0,100.0
Ever After -> George Fenton,100.0,100.0,100.0,75.0,75.0,50.0
Evergreen -> Richard Rodgers,100.0,100.0,100.0,100.0,60.0,90.0
Evergreen -> pop music,50.0,100.0,100.0,0.0,25.0,100.0
Everley Gregg -> actor,50.0,50.0,50.0,0.0,0.0,50.0
Every Night -> Paul McCartney,100.0,100.0,100.0,75.0,75.0,50.0
Every Third Thought -> John Barth,50.0,100.0,100.0,50.0,25.0,75.0
Everything but You -> Duke Ellington,100.0,100.0,100.0,50.0,50.0,50.0
Evidence -> Warner Bros.,50.0,50.0,50.0,50.0,0.0,50.0
Evil Under the Sun -> Agatha Christie,50.0,100.0,100.0,66.66666666666666,66.66666666666666,75.0
Evo Morales -> Catholic Church,100.0,100.0,100.0,100.0,75.0,100.0
Exeter City F.C. -> association football,100.0,75.0,100.0,50.0,50.0,50.0
Exeter City F.C. -> red,50.0,83.33333333333334,66.66666666666666,50.0,50.0,83.33333333333334
Expedition -> science fiction,50.0,100.0,100.0,50.0,0.0,50.0
Exposure -> Robert Fripp,100.0,100.0,66.66666666666666,50.0,50.0,50.0
FIBT World Championships 1939 -> bobsleigh,100.0,100.0,100.0,25.0,50.0,100.0
FK Mladost Bački Jarak -> association football,100.0,100.0,100.0,0.0,16.666666666666664,83.33333333333334
Facing the Future -> Tim LaHaye,100.0,100.0,100.0,50.0,50.0,100.0
Fade -> young adult literature,0.0,100.0,100.0,0.0,0.0,100.0
Fahd Ananta -> Dhaka,100.0,100.0,75.0,100.0,50.0,75.0
Fahd bin Abdulaziz Al Saud -> Ibn Saud,100.0,100.0,100.0,40.0,83.33333333333334,83.33333333333334
Faith -> Len Deighton,100.0,100.0,75.0,50.0,50.0,75.0
Faithful -> Catholic Church,100.0,100.0,100.0,100.0,50.0,100.0
Falcon Crest -> soap opera,87.5,100.0,87.5,0.0,25.0,62.5
Falling Down -> Joel Schumacher,100.0,100.0,100.0,60.0,60.0,70.0
False Light -> Theo van Gogh,83.33333333333334,66.66666666666666,66.66666666666666,50.0,16.666666666666664,66.66666666666666
Fame -> Michael Gore,83.33333333333334,100.0,100.0,66.66666666666666,80.0,83.33333333333334
Far Away -> Caryl Churchill,100.0,100.0,100.0,50.0,0.0,50.0
Far Out -> Damon Knight,83.33333333333334,100.0,100.0,50.0,50.0,50.0
Farman Behboud -> Tehran,100.0,100.0,100.0,0.0,50.0,100.0
Fascinating Rhythm -> George Gershwin,100.0,100.0,100.0,100.0,50.0,50.0
Fashions in Love -> Victor Schertzinger,58.333333333333336,100.0,90.0,55.55555555555556,27.27272727272727,54.54545454545454
Fat -> Rob Grant,100.0,100.0,100.0,50.0,50.0,50.0
Fate -> Zeki Demirkubuz,83.33333333333334,100.0,100.0,66.66666666666666,50.0,83.33333333333334
Father Damien -> Catholic Church,100.0,100.0,100.0,66.66666666666666,0.0,100.0
Father Jean Bernard -> Catholic Church,90.0,100.0,100.0,100.0,44.44444444444444,70.0
Fear -> horror film,100.0,100.0,100.0,50.0,50.0,50.0
Federation -> H. Beam Piper,100.0,100.0,100.0,50.0,50.0,100.0
Felix Gmür -> Catholic Church,100.0,100.0,75.0,50.0,0.0,75.0
Felix Walker -> politician,100.0,100.0,100.0,0.0,0.0,50.0
Ferenc Paragi -> Budapest,100.0,100.0,50.0,100.0,50.0,100.0
Fernand Cornez -> Paris,100.0,100.0,50.0,0.0,50.0,50.0
Fernando García -> Santiago,100.0,100.0,75.0,0.0,25.0,75.0
Fidel Antuña Batista -> politician,83.33333333333334,83.33333333333334,66.66666666666666,50.0,16.666666666666664,66.66666666666666
Fighter -> Rabi Kinagi,100.0,100.0,100.0,75.0,25.0,100.0
Filmmaker -> Francis Ford Coppola,62.5,100.0,87.5,50.0,25.0,87.5
Final Destination -> Glen Morgan,100.0,100.0,83.33333333333334,50.0,66.66666666666666,83.33333333333334
Finale -> Ken Kwapis,87.5,100.0,87.5,50.0,62.5,87.5
Finland -> Helsinki,100.0,50.0,100.0,0.0,50.0,50.0
Fire -> Jimi Hendrix,83.33333333333334,100.0,100.0,66.66666666666666,50.0,100.0
Fireworks -> Kenneth Anger,100.0,100.0,70.0,77.77777777777779,60.0,70.0
First Law -> Isaac Asimov,100.0,100.0,100.0,50.0,0.0,100.0
First Law -> short story,50.0,100.0,100.0,0.0,0.0,100.0
First Love -> Samuel Beckett,100.0,100.0,87.5,50.0,37.5,100.0
First Position -> documentary film,25.0,100.0,100.0,50.0,50.0,100.0
First Suite in E-flat for Military Band -> Gustav Holst,100.0,100.0,100.0,100.0,100.0,100.0
First division -> baseball,75.0,75.0,100.0,25.0,25.0,50.0
Fitzcarraldo -> Werner Herzog,100.0,100.0,100.0,100.0,100.0,75.0
Five Get Into Trouble -> Enid Blyton,87.5,100.0,100.0,85.71428571428571,50.0,87.5
Five Years -> David Bowie,91.66666666666666,91.66666666666666,66.66666666666666,66.66666666666666,50.0,58.333333333333336
Flash -> Brian May,100.0,100.0,100.0,50.0,25.0,100.0
Fled -> action film,100.0,100.0,100.0,0.0,50.0,50.0
Fleetwood Town F.C. -> red,50.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,50.0
Flirt -> Hal Hartley,100.0,100.0,100.0,33.33333333333333,33.33333333333333,83.33333333333334
Flodder 3 -> Dick Maas,100.0,100.0,100.0,33.33333333333333,50.0,66.66666666666666
Florian Reichstädter -> Vienna,100.0,100.0,50.0,,0.0,50.0
Flower -> Kylie Minogue,75.0,100.0,100.0,66.66666666666666,75.0,75.0
Flying -> Paul Lynch,100.0,100.0,100.0,30.0,70.0,80.0
Following -> Christopher Nolan,50.0,100.0,100.0,87.5,50.0,87.5
Fontenay -> France,100.0,83.33333333333334,100.0,83.33333333333334,66.66666666666666,83.33333333333334
Fools -> Neil Simon,100.0,100.0,100.0,75.0,50.0,50.0
For the Win -> Cory Doctorow,75.0,100.0,100.0,100.0,50.0,50.0
For the Win -> young adult literature,66.66666666666666,83.33333333333334,83.33333333333334,16.666666666666664,33.33333333333333,33.33333333333333
Forever Young -> Steve Miner,100.0,100.0,100.0,50.0,50.0,50.0
Forty Shades of Blue -> Ira Sachs,100.0,100.0,,,,100.0
Foster -> comedy-drama,83.33333333333334,66.66666666666666,100.0,66.66666666666666,0.0,83.33333333333334
Foundation -> non-fiction,75.0,100.0,100.0,0.0,50.0,100.0
Frames -> progressive rock,75.0,50.0,50.0,0.0,25.0,75.0
France -> Paris,100.0,100.0,100.0,,50.0,100.0
Frances Josephy -> politician,83.33333333333334,83.33333333333334,83.33333333333334,66.66666666666666,50.0,66.66666666666666
Francesco Bonifacio -> Catholic Church,100.0,100.0,100.0,100.0,0.0,100.0
Francis -> Catholic Church,100.0,100.0,100.0,100.0,50.0,75.0
"Francis Howard, 5th Baron Howard of Effingham -> politician",100.0,50.0,50.0,100.0,0.0,100.0
Francisco Pizarro -> Catholic Church,100.0,100.0,100.0,66.66666666666666,42.857142857142854,62.5
Franciszek Rogaczewski -> Catholic Church,87.5,100.0,100.0,16.666666666666664,14.285714285714285,100.0
Frank Joseph Dewane -> Catholic Church,50.0,100.0,100.0,25.0,25.0,25.0
Frank Moss -> association football,83.33333333333334,100.0,100.0,20.0,50.0,100.0
Frank Pavone -> Catholic Church,100.0,100.0,75.0,50.0,50.0,75.0
Frank White -> Anglicanism,100.0,,100.0,100.0,50.0,50.0
Franklin Rosemont -> Chicago,83.33333333333334,66.66666666666666,66.66666666666666,66.66666666666666,0.0,50.0
Franky Zapata -> Marseille,100.0,90.0,90.0,0.0,60.0,80.0
Franz Seitz Sr. -> screenwriter,83.33333333333334,66.66666666666666,66.66666666666666,100.0,16.666666666666664,66.66666666666666
François Gayot -> Catholic Church,100.0,100.0,100.0,75.0,50.0,100.0
Fred C. Newmeyer -> film director,87.5,50.0,50.0,37.5,12.5,25.0
Frederic Edwin Church -> landscape art,50.0,100.0,100.0,0.0,0.0,100.0
Frederick Berry -> politician,100.0,50.0,50.0,50.0,50.0,0.0
Frederick George Bromberg -> New York City,100.0,75.0,75.0,66.66666666666666,25.0,50.0
Frederick Mackenzie -> Montreal,100.0,100.0,100.0,100.0,50.0,100.0
Free Love -> Hobart Henley,100.0,100.0,50.0,50.0,0.0,100.0
Free Man -> biographical film,50.0,100.0,100.0,0.0,0.0,75.0
Free The Army tour -> documentary film,100.0,66.66666666666666,100.0,0.0,33.33333333333333,66.66666666666666
Fresh -> Boaz Yakin,0.0,100.0,,0.0,50.0,100.0
Friday Night -> country music,70.0,90.0,100.0,50.0,50.0,70.0
Friday the 13th Part 2 -> Steve Miner,100.0,100.0,100.0,100.0,50.0,50.0
Fritz Goos -> astronomer,75.0,50.0,50.0,50.0,50.0,50.0
From Beyond -> Brian Yuzna,70.0,100.0,100.0,44.44444444444444,10.0,60.0
From Time to Time -> Jack Finney,75.0,100.0,100.0,62.5,57.14285714285714,50.0
From Time to Time -> Julian Fellowes,83.33333333333334,100.0,66.66666666666666,80.0,50.0,66.66666666666666
From the Terrace -> Mark Robson,100.0,87.5,100.0,62.5,25.0,75.0
Fugees -> reggae,100.0,100.0,100.0,0.0,50.0,100.0
Fódla -> Ernmas,37.5,83.33333333333334,100.0,20.0,12.5,71.42857142857143
Fürchte dich nicht -> Johann Sebastian Bach,75.0,100.0,100.0,75.0,50.0,100.0
G. Karunakara Reddy -> politician,100.0,0.0,50.0,100.0,100.0,50.0
G.E.M. -> singer-songwriter,100.0,100.0,100.0,50.0,0.0,50.0
GQ -> actor,87.5,100.0,100.0,85.71428571428571,75.0,75.0
GT Advance Championship Racing -> racing video game,50.0,100.0,100.0,0.0,0.0,50.0
Gaandharvam -> Baburaj,75.0,100.0,100.0,50.0,25.0,75.0
Gabriel Sharma -> Anglicanism,100.0,100.0,100.0,50.0,12.5,87.5
Gabriella Di Laccio -> Porto Alegre,100.0,100.0,75.0,,25.0,100.0
Galina Starovoytova -> politician,100.0,50.0,33.33333333333333,25.0,25.0,75.0
Game Day -> Ed Burns,100.0,100.0,100.0,100.0,66.66666666666666,83.33333333333334
Game of Thrones -> David Benioff,100.0,100.0,83.33333333333334,33.33333333333333,16.666666666666664,50.0
Gangsta Boo -> hip hop music,75.0,50.0,100.0,0.0,0.0,50.0
Garbage -> alternative rock,100.0,50.0,100.0,0.0,0.0,50.0
Gaston-François de Witte -> Antwerp,100.0,100.0,100.0,100.0,75.0,100.0
Gautama Buddha -> Buddhism,75.0,100.0,87.5,100.0,37.5,75.0
Gavin Hamilton -> history painting,100.0,100.0,100.0,0.0,50.0,100.0
Gaziza Zhubanova -> composer,100.0,100.0,50.0,0.0,50.0,50.0
GeneRally -> racing video game,75.0,100.0,100.0,0.0,0.0,50.0
General Hospital -> soap opera,100.0,100.0,100.0,0.0,25.0,100.0
Genesis -> Tim Kring,100.0,100.0,100.0,60.0,50.0,100.0
Genesis: The Creation and the Flood -> Ermanno Olmi,100.0,100.0,100.0,100.0,0.0,100.0
Genre -> Don Hertzfeldt,100.0,100.0,100.0,50.0,25.0,25.0
Gente di Roma -> Ettore Scola,83.33333333333334,100.0,100.0,83.33333333333334,83.33333333333334,66.66666666666666
George Birnie Esslemont -> politician,66.66666666666666,33.33333333333333,75.0,25.0,25.0,75.0
George Burley -> association football,100.0,75.0,100.0,100.0,100.0,75.0
George Carey -> Anglicanism,100.0,100.0,100.0,100.0,75.0,50.0
George Douglas -> association football,87.5,100.0,100.0,100.0,25.0,75.0
George II of Brieg -> Frederick II of Legnica,75.0,100.0,100.0,87.5,12.5,75.0
George Lewis -> politician,100.0,100.0,100.0,60.0,30.0,80.0
George Rankin -> politician,50.0,83.33333333333334,83.33333333333334,16.666666666666664,33.33333333333333,66.66666666666666
George Robert Gray -> Samuel Frederick Gray,100.0,100.0,87.5,12.5,0.0,100.0
George VI -> George V,100.0,100.0,100.0,0.0,0.0,100.0
George VI -> Mary of Teck,100.0,100.0,100.0,0.0,0.0,100.0
George Washington -> Episcopal Church,100.0,100.0,25.0,100.0,50.0,100.0
George Washington -> Mary Ball Washington,83.33333333333334,83.33333333333334,100.0,100.0,100.0,50.0
George Washington Owen -> politician,100.0,87.5,100.0,42.857142857142854,25.0,25.0
Georgetown University -> Catholic Church,100.0,100.0,100.0,100.0,62.5,100.0
Gerard Kennedy -> actor,100.0,100.0,50.0,0.0,50.0,50.0
Gerard Reve -> Amsterdam,100.0,100.0,100.0,100.0,75.0,75.0
Gerard Thomas -> Antwerp,100.0,100.0,83.33333333333334,50.0,50.0,50.0
Gerd Schwidrowski -> association football,100.0,100.0,100.0,100.0,100.0,50.0
Gerhard Ludwig -> Berlin,100.0,100.0,50.0,0.0,50.0,100.0
Germaine Aussey -> Paris,100.0,75.0,100.0,0.0,25.0,75.0
German Democratic Republic -> East Berlin,100.0,100.0,100.0,83.33333333333334,91.66666666666666,91.66666666666666
Germany -> Berlin,100.0,100.0,100.0,,100.0,100.0
Gerolzhofen -> Germany,100.0,100.0,100.0,0.0,0.0,100.0
